,clean_sentence,clean_token,ref_type,original_ref_type
62,noisome smell people imagine deadly pestilence probably because patients affected epidemic diseases smallpox typhus diphtheria give nauseating odours,noisome nauseating patients affected epidemic diseases smell odours,Olfactive,Quality
44,slight effluvium sulphurous gases given not last long nor extend beyond building,slight sulphurous gases effluvium,Olfactive,Quality
433,viii quality virtue bodies call smell,bodies smell,Olfactive,Quality
283,said probably certain degree truth peau espagne perfumes nearly approaches odor woman skin whether also suggests odor leather not clear,peau espagne woman skin leather perfumes odor odor,Olfactive,Quality
317,first case could only liken delicate scent decaying apple case oliver,delicate decaying apple scent,Olfactive,Quality
360,oil lemon,oil lemon,Olfactive,Quality
379,colourless pale yellow odour taste copaiva,copaiva odour,Olfactive,Quality
93,costus dulcis aromatic firm root resembling spikenard smell little use,resembling spikenard costus dulcis aromatic smell,Olfactive,Quality
53,complaints often made smell mud millstream millpond bridge surrey mills,mud millstream smell,Olfactive,Quality
503,pleasant perfume take drachm musk four cloves four ounces lavenderseed drachm half civet half drachm ambergris heat pestle mortar rub musk cloves lavenderseeds together lump loaf sugar wineglass full angelic rosewater,pleasant musk four cloves four ounces lavenderseed drachm half civet half drachm ambergris musk cloves lavenderseeds lump loaf sugar wineglass full angelic rosewater perfume,Olfactive,Quality
66,point objection bad smells preceded scientific discoveries beginning slender support rationalism,bad smells,Olfactive,Quality
14,wellingtonstreet albionstreet rain pool stagnant water hot weather disagreeable stench arises,disagreeable pool stagnant water stench,Olfactive,Quality
230,aforementioned instances appears opiates hot effluviums offend smell,hot opiates effluviums,Olfactive,Quality
510,odour true newmown hay due sweetscented grass known anthoxanthum odoratum grass although many others contribute,true newmown hay grass anthoxanthum odoratum odour sweetscented,Olfactive,Quality
26,gentlemen variocs complaints made inhabitants part rotherhithe called jamaica level owners property district intolerable nuisance occasioned casting mud millstream near houses,intolerable nuisance,Olfactive,Quality
241,frequent conversations among officers respecting offensive smell particular expressed surprise barracks built near nuisancer surprise officers shared believe already stated every regiment ever quartered unwholesome station wonder ought no attempt ever made government authorities remove evident only cause insalubrity — surrounding marsh,offensive smell,Olfactive,Quality
40,yards respects clean orderly never could perceive foul smell observe pool stagnant water statement borne testimony surveyor officers vestry,foul pool stagnant water smell,Olfactive,Quality
288,narrates case shoe fetichism man perversion began age first time wore new shoes previously used only leftoff shoes elder brother felt smelt new shoes sensations unmeasured pleasure years later began use shoes method masturbation,new shoes smelt,Olfactive,Quality
150,secondly heat doth resist coldnes moisture braine hinderers smelling,smelling,Olfactive,Quality
375,oil distilled britain caraway fruit,caraway fruit,Olfactive,Quality
528,newly ploughed fields unprofitable trackingground reason turned earth strong aromatic odour apart chemicals c may previously put,strong aromatic newly ploughed fields odour,Olfactive,Quality
376,colourless pale yellow recent gradually becoming darker odour fruit spicy somewhat acrid taste,odour,Olfactive,Quality
493,spanish snuff fine redish colour imitate nicely take best dutch snuff well cleansed granulated coloured red beat fine sift fine lawn sieve,best dutch snuff,Olfactive,Quality
161,putrefaction procure stinking smell,stinking smell,Olfactive,Quality
514,thus case orange difference essential oils flowers leaves rind fruit afford three different kinds perfume,oils flowers leaves rind fruit essential perfume,Olfactive,Quality
125,also brown sort appears mealy substance sells near well second sort colour taste smell inside appears glassy solid generally less lumps,smell,Olfactive,Quality
122,chuse thinskinned pods not cut open smell musk powerful pieces liver thing else may mixed sometimes lead shot make heavy,powerful musk smell,Olfactive,Quality
12,latreille whose house situated near outlet thames much suffered health stenches generated pond emptied,stenches,Olfactive,Quality
105,spikenard,spikenard,Olfactive,Quality
470,snuff perfum buds roses,snuff buds roses perfum,Olfactive,Quality
395,many moths likewise raised scales wingsurface not aware source scent attraction,raised scales wingsurface scent,Olfactive,Quality
287,moll considers no doubt rightly shoe fetichism perhaps frequent sexual fetichistic perversions greatly favored indeed not owe origin associated odor feet shoes,feet shoes odor,Olfactive,Quality
116,cardamon seeds,cardamon seeds,Olfactive,Quality
298,attempt made time hitchin intercept solid matter sewage series reservoirs open pits outfall new drainage works without means deodorizing arrangements precipitating straining filtering,deodorizing,Olfactive,Quality
486,adulteration musk civet ambergriese,musk civet ambergriese,Olfactive,Quality
578,lobster new pleasant scent part tail joins body tail opened fall smart like spring stale rank scent tail limber flagging,pleasant rank lobster scent scent,Olfactive,Quality
305,smell ozaena fact similar observed examples fetid fibroid vomicai,ozaena smell,Olfactive,Quality
438,reason seems connection mind general no way distinguisheth smells even tastes sounds kinds sensations,smells,Olfactive,Quality
427,kept mouse producing putrid air manner space several months,air putrid mouse,Olfactive,Quality
106,small root issue several small fibres resembling bunch brush inch long light weight darkish brown colour aromatic rather disagreeable smell careful free dust earth,aromatic rather disagreeable smell,Olfactive,Quality
518,floral odours again emitted only particular times say androecia whorl attains maturity flowers quite fresh even case many orchids flowers scent intermittent only perceived different times day night — time suppose connection diurnal nocturnal visits insects act marriage priests native wilds,floral intermittent many orchids flowers odours scent,Olfactive,Quality
330,odour pulmonary gangrene obviously due putrescent decomposition dead pulmonary tissue odour putrefaction,pulmonary gangrene putrefaction odour odour,Olfactive,Quality
252,schellong states papuans kaiser wilhelms land rub various fragrant plants bodies purpose,fragrant plants,Olfactive,Quality
600,iuly flowers wall walliulyflowers wallflowers beeflowers winteriulyflowers because growing walles euen winter good bees grow euen stone walls seeme dead summer yet reuiue winter,iuly flowers wall walliulyflowers wallflowers beeflowers winteriulyflowers,Olfactive,Quality
22,course time ditch become full stagnant sewage stenches arising therefrom summer caused annoyance dwellers berkeleystreet chesterterrace,stagnant sewage stenches,Olfactive,Quality
20,factories full activity month december july stores stinking ingredients used manufacturers give permanent smell parts street mixing goes action sulphuric acid upon animal vegetable matter gives stench occasioned headache nausea vomiting cough inmates houses adjacent factories,stinking permanent ingredients smell stench,Olfactive,Quality
598,haue nine ten seuerall colours diuers big roses flowers saue damaske rose pleasant sight smell last not past three foure yeeres vnremoued,pleasant smell,Olfactive,Quality
143,would often strip naked top toe lay full length bosoms wherewith much disgusted because say truth offensive smell came skins not mention intend disadvantage excellent ladies manner respect conceive sense acute proportion littleness illustrious persons no disagreeable lovers people quality us england,offensive skins illustrious persons smell,Olfactive,Quality
57,thence also comes memory heliotrope,heliotrope,Olfactive,Quality
117,produced coast malabar best contained threesquare pod husk rather larger large pea little judgment required chusing provided fresh sound well filled husks palish colour grateful smell resembling camphor,resembling camphor grateful smell,Olfactive,Quality
347,offensive perspiration feet peculiar cabbagelike stench given,peculiar cabbagelike stench offensive perspiration feet,Olfactive,Quality
587,intensely disagreeable fecal odor,intensely disagreeable fecal odor,Olfactive,Quality
88,true surprising odoriferous fragrant smell pungent agreeable bitter astringent taste turbid thickish consistence yellowish colour little come many years stranger must cautious buys every species turpentine mix,odoriferous fragrant smell,Olfactive,Quality
47,entered one stench sitting room worse privy,worse privy stench,Olfactive,Quality
321,case pulmonary gangiene compared first example fetid bronchitis breath horrible made sick vomiting using tlie stethoscope,fetid bronchitis,Olfactive,Quality
533,not affect olfactory nerves produces merely sense constriction throat,olfactory,Olfactive,Quality
35,june one oclock pm unpleasant smell vapour linseed oil extended considerable distance round arches occupied messrs,vapour unpleasant linseed oil smell,Olfactive,Quality
225,narcoticks heavy offensive smell like poppies solanum sweet heady smell like roots bearsears,heavy offensive sweet heady narcoticks like poppies solanum like roots bearsears smell smell,Olfactive,Quality
263,seen chinese poet vaunts musky odor mistress armpits another oriental saying concerning attractive woman navel filled musk,musky mistress armpits odor,Olfactive,Quality
89,cassia muniar,cassia muniar,Olfactive,Quality
216,vertues turpentine plants depending oyl pectoral cleansing diuretick astringent faculty stopping vulnerary better vulnerary cleansing astringent smells balsamick turpentine plants plants bear name balsamick terebinthinate aromatick botrys mechabalsam juniper ladanum segetum agreeable stomach ordinary turpentine besides vulnerary faculty may cordial also aromatick,balsamick balsamick terebinthinate turpentine plants botrys mechabalsam juniper ladanum segetum smells aromatick aromatick,Olfactive,Quality
142,absent hearing small white spaniel belonged one chief gardeners got accident garden happened range near place lay dog following scent came directly taking mouth ran straight master wagging tail set gently ground,scent,Olfactive,Quality
363,viscid yellow faint odour bland oleaginous taste,faint odour,Olfactive,Quality
563,opinion peculiar sence occasion danger body benefit receiues crude vnholesome vapours foggie corrupt exhalations subiect infection true especiall delights confers one inconveniences cheering whole bodie sweetest odours giuing libertie vitall powers otherwise would imprisoned delight fellowsences else would dulled sweet breathing ayre reciued many arguments consequence bring vs exact acknowledgment sences excellencie,foggie corrupt sweetest whole bodie exhalations odours,Olfactive,Quality
501,kind pastils lighted manner candle,pastils,Olfactive,Quality
296,even among savages perfuming body sometimes practiced object inducing love partner,body perfuming,Olfactive,Quality
15,drainage two dwellings runs back front open wooden trough floor lower rooms discharges sort pigeonhole wall street neighbours passengers complain stench generated drainage stagnating pavement gutter,drainage stagnating pavement gutter stench,Olfactive,Quality
495,no rilk using sieve retains scent flower perfume snuff flavour musk ambergrise perfume,sieve snuff flower flavour musk ambergrise perfume scent perfume,Olfactive,Quality
504,take handful powder incorporate well mixture sift sieve add two three pounds powder even larger quantity till perfume brought proper degree strength,mixture perfume,Olfactive,Quality
436,let us therefore suppose person exercise sense smelling little experience discover nose organ sense air something air medium,smelling,Olfactive,Quality
422,probably proportion part fixed air not readily absorbed water bears rest therefore air first distinguished name putrid effluvium probably fixed air mixed phlogistic matter processes diminishes common air,putrid effluvium,Olfactive,Quality
496,p e r f u e,p e r f u e,Olfactive,Quality
233,third degree balsamicks geranium moschatum geranium columbinum taste astringent smell musk since geraniums smell turpentine musk suppose highest state oyl vegetable rarefied turpentine thereby becomes odoriferous hence terebinthinates taken inwardly farther separation acid salts blood cause violet smell rine because aromaticks produce effects rine therefore aromatick odors turpentine agreeable nature,geranium moschatum geranium columbinum geraniums rine violet aromatick agreeable musk turpentine musk turpentine terebinthinates turpentine smell smell odoriferous smell aromaticks odors,Olfactive,Quality
532,unable perceive odour prussic acid exists large proportion whether mixed water liquids others again peculiarly susceptible,prussic acid odour,Olfactive,Quality
17,rape linseed fall bags ground unpaved lie rot shower rain stench offensive,offensive stench,Olfactive,Quality
266,special significance musk present point view lies not only fact perfume widely scattered throughout nature often agreeable form time frequent personal odor man,frequent personal musk perfume odor,Olfactive,Quality
219,elderleaves fetid yet flowers fragrant flowers saponaria though leaves resemble elder,elderleaves flowers flowers saponaria fetid fragrant,Olfactive,Quality
1,not only fragile flowervases sweet odours flow breathe leaf stem whole many trees bushes stately cum trees australia sweet verbena chili,fragile bushes odours leaf stately chili,Olfactive,Quality
172,also vrines passe place oppressed putrid vlcers yet purulent matter mingled become stinking,vrines stinking,Olfactive,Quality
497,ambergris must well rubbed mortar degrees two pounds powder either white grey must added till ambergris thoroughly incorporated powder sift hair sieve mix three powders together,three powders,Olfactive,Quality
354,speculations naturally arisen immediate origin composition volatile matter causes stench blood easily impregnated volatile stuff readily concluded comes blood,volatile matter blood stench impregnated,Olfactive,Quality
572,odour instance distiller ’ fermentation works mixture raw corn malt always different night day brewer ’ sound fermentation works good malt,different distiller ’ fermentation odour,Olfactive,Quality
154,concerning sicks vrine saith teach vs stinking vrines signifie putrefaction humours much difference smels take vpon iudge seuerall humours putrified,vrines seuerall humours putrified stinking smels,Olfactive,Quality
460,nothing else done mix together snuff perfum several sweet flowers prepare well less hardly discern smell prevails tis done,snuff several sweet flowers perfum smell,Olfactive,Quality
350,indeed know no intractable malady even stockings shoes changed two three times aday powerful scents used morbid stench still diffused,morbid stench,Olfactive,Quality
586,indol methyl indol skatol commonly formed native proteins peptones absence carbohydrates many organisms,indol methyl indol skatol,Olfactive,Quality
64,nevertheless much truth superstition bad smells also surface accumulations filth soaking soil subsoil contaminate surface wells only requires advent typhoid “ carrier ” set widespread epidemic agoing,bad smells,Olfactive,Quality
262,laycock nervous diseases women stated opinion musk smellsource odor smellword certainly sexual quality odor smellword man fere states musk odor among natural perfumes nearly approaching odor sexual secretions,sexual secretions natural musk odor perfumes odor,Olfactive,Quality
575,majority perhaps not best judges indeed seen men devoid taste smell made little difference whether putrid fresh food presented,putrid fresh food smell,Olfactive,Quality
449,true russian musk pod mentioned loose none round balls pills like china,true russian musk,Olfactive,Quality
190,nauseousbitter depends composition mucilage bitter bryonyroots squills berries spina cervina foxgloves mucilage stomach relaxes fibres causes bitter stick longer act strongly vomiting purging taste polygala sena,bryonyroots squills berries spina cervina foxgloves nauseousbitter,Olfactive,Quality
513,leaf odours versus floral odours compare leaf odours flower odours find considerable difference,floral leaf leaf flower odours odours odours odours,Olfactive,Quality
250,distressing nuisance families resident quarter every occasion wind blows direction houses marshes tanks compelled shut windows prevent intrusion noxious exhalation,noxious exhalation,Olfactive,Quality
334,ozaena ulceration nasal cartilages rodent fibroid ulcers offensive discharge odour not like smell decomposing pus ordinary ulcers,not like smell decomposing pus ordinary ulcers odour,Olfactive,Quality
277,perfumes containing musk piesse states wellknown book art perfumery sell best,musk perfumes,Olfactive,Quality
474,africa principally tunis essential oil cassie made sold £ per ounce french italian flowers not sufficiently powerful yield essence,oil cassie essential,Olfactive,Quality
27,doddsplace ditch filthy state cast last month effluvium arising caused great annoyance neighbourhood,effluvium,Olfactive,Quality
229,fourth class bitterish acrid taste cowslips also fragrancy heady low degree amongst opiates roots cowslips acrid bitterish,heady fourth class fragrancy,Olfactive,Quality
67,naturally close intimate connection sense smell nervecentres stimulated evoke feeling nausea mind—and bodily acts follow,smell,Olfactive,Quality
28,although weather cold time examinations accumulation solid sewage settlings quarter century exhaled faint sickening smell,faint sickening accumulation solid sewage smell,Olfactive,Quality
306,odour sufficient proof independently distillations sputa temperature ° fahr may add ordinary pulmonary vapour collected kept quickly becomes fetid even condensed vapours windows rooms crowded people smells offensively although highest temperature cannot exceed °,offensively ordinary pulmonary vapour condensed vapours odour fetid smells,Olfactive,Quality
220,blossoms trees fragrant though leaves smell crude,crude blossoms trees leaves fragrant smell,Olfactive,Quality
509,invariably based coumarin modified lavender bergamot perfumes according exact note perfumer wishes give product,lavender bergamot perfumes,Olfactive,Quality
292,not probable odor leather explains whole shoe fetichism — shall see another study question comes us — many cases cannot said enter however one factors,leather odor,Olfactive,Quality
557,proceeds not bag bat heart produaf not offinking cattle perfumed manners ihich not offered bloody hands ptre understanding not killed may deflroyed isaac sacrificed may live,manners perfumed,Olfactive,Quality
323,writers speak dreadful smeii true pulmonary gangrene none ever describe faecal except louis,dreadful faecal smeii,Olfactive,Quality
542,christison states diffused distant resemblance bitter almonds accompanied peculiar impression acridity nostrils back throat,distant resemblance bitter almonds,Olfactive,Quality
406,passing burnet kind like incarnation union night day males exotic glaucopidae two long retractable filaments generally beset hairs ventral side abdomen sometimes emitting strong odour,strong hairs odour,Olfactive,Quality
91,civet,civet,Olfactive,Quality
48,inhalation pestilential vapours arising nuisance time visit already begun work,vapours pestilential,Olfactive,Quality
18,gentlemen complaints continually made inhabitants rotlierhithestreet southern extremity swanlane horns foul smells obliged endure time past,foul smells,Olfactive,Quality
158,many sweet smelling simples saith montanus may cause stinking vrine,sweet stinking vrine smelling,Olfactive,Quality
553,deckt pearles precious stones smells strong aegypt,aegypt strong smells,Olfactive,Quality
307,dr gamgee however demonstrated already plain enough acquainted facts get stinks pulmonary excretion whatever subject chemical torments distillation acidification neutralization redistillation like,pulmonary excretion stinks,Olfactive,Quality
94,juneus odoratus sweet cane,juneus odoratus sweet cane,Olfactive,Quality
382,croton oil,croton oil,Olfactive,Quality
239,colonel leathom dragoon guards quartered regiment may till august piershill barracks deponed “ frequently sensible disagreeable offensive smell barracks certain proceeded stagnant water restalrig,disagreeable offensive stagnant water smell,Olfactive,Quality
525,opinion dog goes foot scent ground also body scent latter scent think another reason tracking evening night much easier dog,foot body scent scent scent,Olfactive,Quality
338,cases plastic bronchitis run course almost identical cases fetid bronchopneumonia,bronchopneumonia fetid,Olfactive,Quality
431,muriatic acid,muriatic acid,Olfactive,Quality
415,author ’ attention long directed remarkable fact odour resembling phosphorus given escape positive electricity point conductor air likewise perceptible lightning struck object also water electrolyzed investigated circumstances attending phenomena results obtained expects afford clue discovery cause,phosphorus perceptible odour,Olfactive,Quality
126,third sort brown red dirty small frequently mixed ordinary inferior gum mixed contract smell flavour true gum,true gum smell,Olfactive,Quality
383,brownishyellow dark reddishbrown fluorescent viscid consistence increased age faint peculiar somewhat rancid disagreeable odour oily acrid taste,faint peculiar somewhat rancid disagreeable odour,Olfactive,Quality
227,fresh tabaco smells narcotick flowers bitter mucilaginous acrid much resembles henbane figure oyl clamminess touch bitterness pungency solanum lignosum,solanum lignosum narcotick bitter mucilaginous acrid fresh tabaco smells pungency,Olfactive,Quality
240,going leith regiment two three occasions stench strong instant sickened,strong stench,Olfactive,Quality
279,fact connected evergrowing refinement accordance specific odors sexual regions human beings tend lose primitive attractiveness bodily odors generally become mingled artificial perfumes disguised,specific bodily artificial sexual regions human beings odors odors perfumes,Olfactive,Quality
69,citizen cologne coleridge ’ days example must anosmic sevenandtwenty stenches offended englishman time counted many ten objectionable public perfumes yea,sevenandtwenty many ten objectionable public anosmic stenches perfumes,Olfactive,Quality
315,not odour breath cases fetid abscess ozaena,breath abscess ozaena odour fetid,Olfactive,Quality
185,milky resinous exulcerators oyl fixt joyned acidacrid salt tithymalus esula smell acid rather hot scent,acid hot milky resinous exulcerators tithymalus esula smell scent,Olfactive,Quality
85,ambergrease,ambergrease,Olfactive,Quality
359,no doubt sulphur predominant albeit not exclusive constituent fetid volatile changes,sulphur fetid,Olfactive,Quality
196,aromaticks affect smell taste gratefully motion particles texture agreeable motion texture spirits spirits vegetables differ nothing oyly salts largely diffused vehicle oyly salt spirit contracted without vehicle,gratefully aromaticks smell,Olfactive,Quality
386,oil eucalyptus,oil eucalyptus,Olfactive,Quality
68,dealing fact primitive protective impulse ensure evilsmelling things shall not swallowed means adopted nature prevent ingestion accidentally occurred reverse prompt,things evilsmelling,Olfactive,Quality
111,yeleow saunders,yeleow saunders,Olfactive,Quality
174,carminative medicines must laid upon whole inward region fomentation made leaves rue motherwort penniroyall flowers melilot camomile unguent de althea oyl camomile dill rue loosen ¦ eth passages opening pores expelling winde pessaries may p • • made civet musk amber must affront nose stinking odours steame brimstone smoke ascending old shoes burn partridge feathers sagapenum galbanum fetida like cast fire because matrix doth abhor retreat flie things whereas sweet things doe allure,stinking steame brimstone smoke ascending old shoes burn partridge feathers sagapenum galbanum fetida odours,Olfactive,Quality
282,consists washleather steeped ottos neroli rose santal lavender verbena bergamot cloves cinnamon subsequently smeared civet musk,washleather neroli rose santal lavender verbena bergamot cloves cinnamon ottos,Olfactive,Quality
159,cholericke hote complexioned men void often strong smelling vrines howsoeuer free fro,strong vrines smelling,Olfactive,Quality
529,regard scent left man much interesting speculation arises whether dog works entirely foot scent depends well body scent much,left man foot body scent scent scent,Olfactive,Quality
352,allied offensive odour forms rheumatic fever cases acute recuitcnt attacks leprous inflammation skin paroxysm terminates copious plastic exudation cutaneous cellular tissue,offensive odour,Olfactive,Quality
333,besides odour evolved not like fetid pus expectorated cases empyema cavity communicates bronchus purulent bronchial excretion undergo change must something composition cases special character,fetid pus odour,Olfactive,Quality
418,only metals yield odour gold platina dilute sulphuric phosphoric nitric acids aqueous solutions several salts also disengage,gold platina dilute sulphuric phosphoric nitric acids aqueous solutions several salts odour,Olfactive,Quality
390,colourless pale greenishyellow characteristic odour fruit warm aromatic taste,odour,Olfactive,Quality
42,therefore made business visit works repeatedly spend hours promises must premise stating no means yet discovered carrying process gasmaking without offensive odours,offensive odours,Olfactive,Quality
25,princes street besides full cesspool choked drain washhouse pool stagnant sewage inmates place complain sickness headache woman employed wash clothes premises effect stench suddenly seized vomiting purging forced leave work,pool stagnant sewage stench,Olfactive,Quality
385,colourless greenishyellow odour taste cubebs,cubebs odour,Olfactive,Quality
342,fetor breath closely resembling consideration observed pregnancy scorbutus cachectic states rheumatic character blood highly fibrinous embolism not uncommon,breath fetor,Olfactive,Quality
324,valleix observed exceptions honible putrid smell certain cases odour resembled feces although death nothing observed lung usually found,resembled feces honible putrid smell odour,Olfactive,Quality
332,since laennec first mooted opinion ozenaodour certain forms bronchorrhoea bronchitis attributed several observers putrescence bronchial excretions,ozenaodour,Olfactive,Quality
552,let none stand amazed pageantry false churches nor value whore rome because bravery,whore rome,Olfactive,Quality
223,inwardly fetids volatile parts pierce channels nerves mend crudity nervous juyce faetor excite different motion hysterick fits convulsions remove cause tumultuous motion spirits correcting acidities stagnation succus nervosus disposed glandulous liquors,fetids faetor,Olfactive,Quality
471,travelled season coast genoa no doubt remember charming bouquets garlands made cassie intermixed flowers,cassie,Olfactive,Quality
115,also cassia lignea bright colour good shape little no smell taste breaking handful sticks ascertain quality almost well tasting fine smell always strong taste,little fine cassia lignea smell smell,Olfactive,Quality
403,seizing one butterflies either sex pushes fourth fifth segment abdomen two hemispherical protuberances producing disagreeable odour male second pair fifth sixth segments abdomen different musklike odour produced black spot beneath front wings,musklike disagreeable two hemispherical protuberances black spot beneath front wings odour odour,Olfactive,Quality
189,elderbitters smells scorphularia discussing faculty outwardly fetidness bitterness,scorphularia smells fetidness,Olfactive,Quality
153,qualitie either diet drugs hath bene said good smell vrines may likewise procure vnto euill smell,good vrines smell,Olfactive,Quality
446,russian rather dutch musk pots generally moist exhales disagreeable predominant ammoniacal smell whenever pots opened,disagreeable predominant ammoniacal russian rather dutch musk smell,Olfactive,Quality
255,perfume perfumes interesting present point view certainly musk,interesting musk perfume perfumes,Olfactive,Quality
584,come immediately poison taken may produced merely smelling,smelling,Olfactive,Quality
339,since structural disease constitutional fair conclude predisposing causes peculiar fetid excretion constitutional linked etiologically fibroid change tissue,peculiar excretion fetid,Olfactive,Quality
404,tailed hair streaks sexual spot may seen disc front wings female green sort said odorous singular instance scent secretion supplanting fixed wing colour,disc front wings female secretion odorous scent,Olfactive,Quality
129,opoponax,opoponax,Olfactive,Quality
566,no let pigmalion dote owne picture narcissus shape niobe numerous progenie taste shall taste sweet lord touch apprehension loue sight contemplation glory eare accent praise smell repose faire pleasant pastures word,smell,Olfactive,Quality
206,fetor proceeds oyls appears smell rancid oyl distill oyly substances fat butter oylolive distill,oyls rancid oyl distill oyly substances fat butter oylolive distill fetor smell,Olfactive,Quality
388,colour pale yellow odour pungent taste hot sweetish,pungent odour,Olfactive,Quality
492,keep snuff canisters closely syopped prevent scent exhaling,snuff scent,Olfactive,Quality
365,oil distilled europe anise fruit china staranise fruit,staranise fruit,Olfactive,Quality
65,recent investigators shown us loathsome deadly typhus fever known years “ filthdisease ” carried lice pests breed flourish bodily cleanliness neglected personal odours strong,personal strong odours,Olfactive,Quality
136,suffocating sensation produces respiration removed almost soon perceived not recur again disagreeable irritation lacrymal ducts must frequently recur till tender organ becomes used variety odours one first pains repeatedly attended hence throughout infancy many people throughout lives disagreeable sensations attended snivelling nose profusion tears peculiar distortions countenance according laws early association mentioned constitutes natural universal language grief,variety odours,Olfactive,Quality
71,sticks horrible memory fumous steamy stench parboiled cabbage filled restaurantcar train belfast—yes,fumous steamy parboiled cabbage stench,Olfactive,Quality
43,caused purifier containing dry lime another containing sulphate iron stirred presence perceived nothing ordinary smell gas not strongly expected mentioned first report sulphate ammonia fabricated premises described process,ordinary strongly gas smell,Olfactive,Quality
483,cheat discerned easie dissolving water different colour scent,different cheat scent,Olfactive,Quality
481,make water smelling eglantine gilloflowers c,water eglantine gilloflowers smelling,Olfactive,Quality
505,civet put end hot pestle rub well handful powder add little little fix pounds powder sift whole hair sieve incorporate perfumed powder,powder perfumed,Olfactive,Quality
224,must add another class balsamicks turpentine smell give smell like dead nettle red lamium turpentine flavor another smell perceived also,like dead nettle another class balsamicks another turpentine red lamium smell smell smell,Olfactive,Quality
408,thus male death shead moth point squeaking fingers abdomen inflates sessile pencil yellow hair starts fold dorsal ventral arcs base plate v fig expanding stellate form swift whirling motion like trundled mop fig immediately arises oily volatile effluvia resembling scent jessamines soon becoming nauseous,jessamines oily volatile nauseous effluvia scent,Olfactive,Quality
264,persian literature contains many references musk attractive body odor firdusi speaks woman hair crown musk arabian poet motannabi says mistress smellsource hyacinthine smellsource hair smellsource smells smellword sweeter quality evokedodorant scythian evokedodorant musk evokedodorant,attractive body musk odor,Olfactive,Quality
61,reason assigned man street reform indeed still stenches breed epidemic diseases,stenches,Olfactive,Quality
392,pale yellow nearly colourless fragrant odour flowers hot bitter aromatic taste,fragrant odour,Olfactive,Quality
5,socrates spake philosophy nothing meditatio mortis meditation upon death may divinity manner nothing else meditatio mortis christi meditation christs death learnedest apostles would knowne no knowledge much esteemed icdesire saith know nothing jesus christ crucifieddpliny describeth unto us strange kind people africa no mouthes received nourishment nostrils nothing else sweet smells fragrant odours take long journey provide great store flowers sweet wood aromaticall spices lest starve way,sweet fragrant spices smells odours aromaticall,Olfactive,Quality
413,likewise females show either side anal organs shining spot odoriferous volatile acid,volatile acid odoriferous,Olfactive,Quality
526,air time moist still fugitive ’ body scent remains suspended air goes along great additional aid dog,fugitive ’ body scent,Olfactive,Quality
591,organisms likewise may interfere preservation food changing consistency flavor odor even producing definite poisonous decomposition products termed ptomaines,odor,Olfactive,Quality
175,curious braine may demand sweet things held nose doe breed fits mother contrary stinking things appease fits,stinking things,Olfactive,Quality
120,galbanum,galbanum,Olfactive,Quality
276,not only musk cherished perfume islamic world special favorite prophet greatly delighted perfumes perceiver anaphoric love location world location reported said old age women location anaphoric perfumes smellword only perfume generally used women land refinements life carried far japan received chinese moreover musk still popular european perfumes,cherished only popular european musk musk perfume perfumes perfume perfumes,Olfactive,Quality
