,Unnamed: 0,filename,sentence_id,text,labels,contains_ref,spellchecked_text,normalized_text,Unnamed: 0.1,Number
1961,1417,,,"Debut novelists searched agents, pitching manuscripts exploring futuristic themes in storytelling.",,False,Debut novelists searched agents pitching manuscripts exploring futuristic themes in storytelling,debut novelist search agent pitch manuscript explore futuristic theme storytelle,1961.0,1520.0
1727,1183,,,"Beekeeping courses introduced novices, fostering pollination awareness amid apian habitats.",,False,Beekeeping courses introduced novices fostering pollination awareness amid apian habitats,beekeepe course introduce novice foster pollination awareness apian habitat,1727.0,1284.0
1414,870,,,"Folklore enthusiasts revisited myths, translating oral stories for younger generations.",,False,Folklore enthusiasts revisited myths translating oral stories for younger generations,folklore enthusiast revisit myth translate oral story young generation,1414.0,971.0
2065,1521,,,"Curators revealed manuscripts, illuminating centuries-old accounts describing revolutionary maritime expeditions.",,False,Curators revealed manuscripts illuminating centuries-old accounts describing revolutionary maritime expeditions,curator reveal manuscript illuminate century old account describe revolutionary maritime expedition,2065.0,1624.0
930,386,,,"Cargo operators balanced schedules, preventing port congestion during container shipments.",,False,Cargo operators balanced schedules preventing port congestion during container shipments,cargo operator balance schedule prevent port congestion container shipment,930.0,487.0
590,46,,,"Fluttering kites dotted the sky, weaving patterns over the sprawling beach.",,False,Fluttering kites dotted the sky weaving patterns over the sprawling beach,flutter kite dot sky weave pattern sprawling beach,590.0,47.0
965,421,,,"Teachers arranged fieldtrips, introducing students to civic institutions across counties.",,False,"Teachers arranged fieldtrips, introducing students to civic institutions across counties",teacher arrange fieldtrip introduce student civic institution county,965.0,522.0
240,240,,,"The cool, refreshing scent of peppermint filled the holiday gift shop.",,True,The cool refreshing scent of peppermint filled the holiday gift shop,cool refreshing scent peppermint fill holiday gift shop,240.0,241.0
1694,1150,,,"Independent tailors advertised suits, attracting clientele seeking personalized sizing solutions.",,False,Independent tailors advertised suits attracting clientèle seeking personalized sizing solutions,independent tailor advertise suit attract clientèle seek personalized size solution,1694.0,1251.0
1175,631,,,"Sociology majors performed interviews, analyzing themes informed policy reform proposals.",,False,Sociology majors performed interviews analyzing themes informed policy reform proposals,sociology major perform interview analyze theme inform policy reform proposal,1175.0,732.0
807,263,,,"Agile parkour athletes navigated rooftops, evading obstacles with disciplined, acrobatic maneuvers.",,False,Agile parlor athletes navigated rooftops evading obstacles with disciplined acrobatic maneuvers,agile parlor athlete navigate rooftop evade obstacle disciplined acrobatic maneuver,807.0,364.0
1244,700,,,Southeastern reefs guided oceanographers surveying coral bleaching within protected waters.,,False,Southeastern reefs guided oceanographers surveying coral bleaching within protected waters,reef guide oceanographers survey coral bleaching protect water,1244.0,801.0
2043,1499,,,"Lifeguards launched floats, rescuing exhausted swimmers caught in powerful ocean currents.",,False,Lifeguards launched floats rescuing exhausted swimmers caught in powerful ocean currents,lifeguard launch float rescue exhausted swimmer catch powerful ocean current,2043.0,1602.0
1078,534,,,"Long-haul truckers shared anecdotes, resting along highways spanning multiple states.",,False,Long-haul truckers shared anecdotes resting along highways spanning multiple states,long haul trucker share anecdote rest highway span multiple state,1078.0,635.0
952,408,,,"Documentary crews interviewed witnesses, collecting firsthand accounts of global events.",,False,Documentary crews interviewed witnesses collecting firsthand accounts of global events,documentary crew interview witness collect firsthand account global event,952.0,509.0
694,150,,,"radio hosts broadcast morning announcements, uplifting listeners throughout metropolitan commutes.",,False,radio hosts broadcast morning announcements uplifting listeners throughout metropolitan commutes,radio host broadcast morning announcement uplifting listener metropolitan commute,694.0,151.0
247,247,,,A strong herbal aroma of rosemary infused the roasted vegetables.,,True,A strong herbal aroma of rosemary infused the roasted vegetables,strong herbal aroma rosemary infuse roasted vegetable,247.0,248.0
1966,1422,,,"Aquarium builders assembled tunnels, captivating visitors strolling beneath schooling tropical fish.",,False,Aquarium builders assembled tunnels captivating visitors strolling beneath schooling tropical fish,aquarium builder assemble tunnel captivate visitor stroll school tropical fish,1966.0,1525.0
2021,1477,,,"Climatologists graphed hurricanes, suggesting adaptive measures for coastline communities facing storms.",,False,Climatologists graphed hurricanes suggesting adaptive measures for coastline communities facing storms,climatologist graph hurricane suggest adaptive measure coastline community face storm,2021.0,1580.0
211,211,,,"Burning wood released a nostalgic, smoky aroma into the crisp night air.",,True,Burning wood released a nostalgic smoky aroma into the crisp night air,burn wood release nostalgic smoky aroma crisp night air,211.0,212.0
1687,1143,,,"Forum moderators enforced rules, preserving civility among online discussion groups.",,False,Forum moderators enforced rules preserving civility among online discussion groups,forum moderator enforce rule preserve civility online discussion group,1687.0,1244.0
354,354,,,"A faint, floral jasmine fragrance drifted from the blooming garden trellis.",,True,A faint floral jasmine fragrance drifted from the blooming garden trellis,faint floral jasmine fragrance drift bloom garden trelli,354.0,355.0
1437,893,,,"Maritime museums preserved salvaged anchors, documenting chronicles from shipping industry heritage.",,False,Maritime museums preserved salvaged anchors documenting chronicles from shipping industry heritage,maritime museum preserve salvage anchor document chronicle ship industry heritage,1437.0,994.0
535,535,,,A faintly floral rosewater fragrance sweetened the elegant wedding cake.,,True,A faintly floral rosewater fragrance sweetened the elegant wedding cake,faintly floral rosewater fragrance sweeten elegant wedding cake,535.0,536.0
350,350,,,"The fruity, sweet aroma of mangoes perfumed the tropical orchard.",,True,The fruity sweet aroma of mangoes perfumed the tropical orchard,fruity sweet aroma mango perfume tropical orchard,350.0,351.0
383,383,,,"The pungent, tangy smell of blue cheese wafted from the platter.",,True,The pungent tangy smell of blue cheese wafted from the platter,pungent tangy smell blue cheese waft platter,383.0,384.0
478,478,,,"The sharp, acrid odor of sulfur lingered in the volcanic crater.",,True,The sharp acrid odor of sulfur lingered in the volcanic crater,sharp acrid odor sulfur linger volcanic crater,478.0,479.0
1540,996,,,"Drone operators scouted farmland, monitoring crop cycles for upcoming harvests.",,False,Drone operators scouted farmland monitoring crop cycles for upcoming harvests,drone operator scout farmland monitor crop cycle upcoming harvest,1540.0,1097.0
275,275,,,"A faint, powdery scent of talcum rose from the antique vanity.",,True,A faint powdery scent of talcum rose from the antique vanity,faint powdery scent talcum rise antique vanity,275.0,276.0
888,344,,,"Scientists developed guidelines, mitigating ecological hazards linked to industrial expansions.",,False,Scientists developed guidelines mitigating ecological hazards linked to industrial expansions,scientist develop guideline mitigate ecological hazard link industrial expansion,888.0,445.0
2030,1486,,,"Coastal gliders capitalized thermals, drifting silently while surveying sea cliffs below.",,False,Coastal gliders capitalized thermals drifting silently while surveying sea cliffs below,coastal glider capitalize thermal drift silently survey sea cliff,2030.0,1589.0
810,266,,,"Amateur beekeepers collected wax, producing artisanal crafts for local craft fairs.",,False,Amateur beekeepers collected wax producing artisanal crafts for local craft fairs,amateur beekeeper collect wax produce artisanal craft local craft fair,810.0,367.0
1000,456,,,"Economic advisors suggested reforms, hoping to revitalize business growth nationwide.",,False,Economic advisors suggested reforms hoping to revitalize business growth nationwide,economic advisor suggest reform hope revitalize business growth nationwide,1000.0,557.0
678,134,,,"Athletic coaches designed drills, shaping athletes for upcoming tournament finals.",,False,Athletic coaches designed drills shaping athletes for upcoming tournament finals,athletic coach design drill shape athlete upcoming tournament final,678.0,135.0
298,298,,,A faintly sweet smell of honey lingered in the beekeeper,,True,A faintly sweet smell of honey lingered in the beekeeper,faintly sweet smell honey linger beekeeper,298.0,299.0
998,454,,,"High school teams scrimmaged, preparing skill sets for championship tournaments.",,False,High school teams scrimmaged preparing skill sets for championship tournaments,high school team scrimmage prepare skill set championship tournament,998.0,555.0
1473,929,,,"Regional airlines acquired planes, expanding domestic routes across mountainous archipelago destinations.",,False,Regional airlines acquired planes expanding domestic routes across mountainous archipelago destinations,regional airline acquire plane expand domestic route mountainous archipelago destination,1473.0,1030.0
1114,570,,,"Television producers pitched pilots, securing casting agencies for market demands.",,False,Television producers pitched pilots securing casting agencies for market demands,television producer pitch pilot secure cast agency market demand,1114.0,671.0
1164,620,,,"Dramatic cosplayers assembled wardrobes, surprising judges throughout fan conventions overseas.",,False,Dramatic cosplayers assembled wardrobes surprising judges throughout fan conventions overseas,dramatic cosplayer assemble wardrobe surprising judge fan convention overseas,1164.0,721.0
70,70,,,"The earthy, bitter smell of coffee beans lingered in the caf",,True,The earthy bitter smell of coffee beans lingered in the can,earthy bitter smell coffee bean linger,70.0,71.0
1047,503,,,"Graduate interns compiled references, advancing theses expanding scientific knowledge regionally.",,False,Graduate interns compiled references advancing theses expanding scientific knowledge regionally,graduate intern compile reference advance expand scientific knowledge regionally,1047.0,604.0
299,299,,,'92s gloves.,,True,'92s gloves,glove,299.0,300.0
239,239,,,"The strong, spicy smell of cinnamon sticks filled the festive kitchen.",,True,The strong spicy smell of cinnamon sticks filled the festive kitchen,strong spicy smell cinnamon stick fill festive kitchen,239.0,240.0
1330,786,,,"Traffic planners installed roundabouts, reducing congestion within traveled urban intersections.",,False,Traffic planners installed roundabouts reducing congestion within traveled urban intersections,traffic planner instal roundabout reduce congestion travel urban intersection,1330.0,887.0
1716,1172,,,"Shelters rescued strays, rehabilitating animals before placing them into homes.",,False,Shelters rescued strays rehabilitating animals before placing them into homes,shelter rescue stray rehabilitate animal place home,1716.0,1273.0
926,382,,,"Jungle explorers hacked foliage, uncovering ruins overshadowed by vine cover.",,False,Jungle explorers hacked foliage uncovering ruins overshadowed by vine cover,jungle explorer hack foliage uncovering ruin overshadow vine cover,926.0,483.0
990,446,,,"Ice skaters practiced spins, polishing routines under arena spotlights daily.",,False,Ice skaters practiced spins polishing routines under arena spotlights daily,ice skater practice spin polish routine arena spotlight daily,990.0,547.0
1185,641,,,"Nautical engineers updated hull designs, lowering drag for vessel efficiency.",,False,Nautical engineers updated hull designs lowering drag for vessel efficiency,nautical engineer update hull design lower drag vessel efficiency,1185.0,742.0
2114,1570,,,"Private tutors offered sessions, tailoring lessons to each pupil",,False,Private tutors offered sessions tailoring lessons to each pupil,private tutor offer session tailor lesson pupil,2114.0,1673.0
1442,898,,,"Orchestra conductors directed crescendos, unifying musicians delivering stunning live performances nightly.",,False,Orchestra conductors directed crescendos unifying musicians delivering stunning live performances nightly,orchestra conductor direct crescendo unify musician deliver stunning live performance nightly,1442.0,999.0
471,471,,,"The sharp, herbal scent of eucalyptus infused the steaming sauna air.",,True,The sharp herbal scent of eucalyptus infused the steaming sauna air,sharp herbal scent eucalyptus infuse steaming air,471.0,472.0
2129,1585,,,"Archives revealed diaries, sharing testimonies from survivors recounting wartime occupation details.",,False,Archives revealed diaries sharing testimonies from survivors recounting wartime occupation details,archive reveal diary share testimony survivor recount wartime occupation detail,2129.0,1688.0
674,130,,,Various vendors displayed artisan crafts under tents during fairs statewide.,,False,Various vendors displayed artisan crafts under tents during fairs statewide,vendor display artisan craft tent fair statewide,674.0,131.0
1642,1098,,,"Aquariums exhibited jellyfish tanks, mesmerizing audiences with slow, hypnotic luminescence patterns.",,False,Aquariums exhibited jellyfish tanks mesmerizing audiences with slow hypnotic luminescence patterns,aquarium exhibit jellyfish tank mesmerize audience slow hypnotic luminescence pattern,1642.0,1199.0
670,126,,,"Participants trained regularly, pursuing victory during forthcoming athletic championship events.",,False,Participants trained regularly pursuing victory during forthcoming athletic championship events,participant train regularly pursue victory forthcoming athletic championship event,670.0,127.0
289,289,,,A faint metallic odor came from the iron gate after the rain.,,True,A faint metallic odor came from the iron gate after the rain,faint metallic odor come iron gate rain,289.0,290.0
1885,1341,,,"Metropolitan expansions required rezoning, establishing multi-purpose towers near mass-transit stations.",,False,Metropolitan expansions required rezoning establishing multipurpose towers near mass-transit stations,metropolitan expansion require rezoning establish multipurpose tower mass transit station,1885.0,1444.0
1453,909,,,"Student volunteers organized expeditions, building wells for remote desert communities.",,False,Student volunteers organized expeditions building wells for remote desert communities,student volunteer organize expedition build well remote desert community,1453.0,1010.0
765,221,,,"Gamers streamed live matches, building followings among competitive esports enthusiasts globally.",,False,Gamers streamed live matches building followings among competitive sports enthusiasts globally,gamer stream live match build following competitive sport enthusiast globally,765.0,322.0
987,443,,,"Entrepreneurs launched cooperatives, organizing skilled laborers into fair, profitable ventures.",,False,Entrepreneurs launched cooperatives organizing skilled laborers into fair profitable ventures,entrepreneur launch cooperative organize skilled laborer fair profitable venture,987.0,544.0
1816,1272,,,"Social workers facilitated adoptions, uniting families with waiting foster children.",,False,Social workers facilitated adoptions uniting families with waiting foster children,social worker facilitate adoption unite family wait foster child,1816.0,1374.0
1343,799,,,"Microbiology labs examined samples, isolating cultures to antibiotic advancement globally.",,False,Microbiology labs examined samples isolating cultures to antibiotic advancement globally,microbiology lab examine sample isolate culture antibiotic advancement globally,1343.0,900.0
610,66,,,"Artists blended contrasting pigments, developing paintings with striking emotional resonance.",,False,Artists blended contrasting pigments developing paintings with striking emotional resonance,artist blend contrast pigment develop painting strike emotional resonance,610.0,67.0
1223,679,,,"Technical illustrators drafted diagrams, clarifying robotics assembly steps for participants.",,False,Technical illustrators drafted diagrams clarifying robotics assembly steps for participants,technical illustrator draft diagram clarify robotic assembly step participant,1223.0,780.0
111,111,,,Warm bread rolls carried the comforting scent of home-cooked meals.,,True,Warm bread rolls carried the comforting scent of home-cooked meals,warm bread roll carry comforting scent home cook meal,111.0,112.0
233,233,,,The buttery scent of hollandaise sauce accompanied the steaming eggs Benedict.,,True,The buttery scent of hollandaise sauce accompanied the steaming eggs benedict,buttery scent hollandaise sauce accompany steaming egg,233.0,234.0
508,508,,,"The sweet, tropical scent of mangos brightened the fruit salad bowl.",,True,The sweet tropical scent of mangos brightened the fruit salad bowl,sweet tropical scent mango brighten fruit salad bowl,508.0,509.0
1683,1139,,,"Rare coin auctions attracted collectors, driving bids for significant currencies.",,False,Rare coin auctions attracted collectors driving bids for significant currencies,rare coin auction attract collector drive bid significant currency,1683.0,1240.0
1907,1363,,,"Museum docents explained artifacts, guiding visitors through historical contexts meticulously.",,False,Museum docents explained artifacts guiding visitors through historical contexts meticulously,museum docent explain artifact guide visitor historical context meticulously,1907.0,1466.0
914,370,,,"Hikers prepared meticulously, packing supplies for multi-day mountainous trekking expeditions.",,False,Hikers prepared meticulously packing supplies for multi-day mountainous trekking expeditions,hiker prepare meticulously pack supply multi day mountainous trekking expedition,914.0,471.0
67,67,,,A bouquet of lilies filled the room with a heady perfume.,,True,A bouquet of lilies filled the room with a heady perfume,bouquet lily fill room heady perfume,67.0,68.0
1106,562,,,"Equestrian clubs organized tournaments, awarding ribbons for show-jumping participants seasonally.",,False,Equestrian clubs organized tournaments awarding ribbons for showjumping participants seasonally,equestrian club organize tournament award ribbon showjumpe participant seasonally,1106.0,663.0
1637,1093,,,"Casting directors selected roles, matching personalities suited for progressive film narratives.",,False,Casting directors selected roles matching personalities suited for progressive film narratives,cast director select role match personality suit progressive film narrative,1637.0,1194.0
579,35,,,Cautious travelers checked weather reports before driving through mountainous switchback roads.,,False,Cautious travelers checked weather reports before driving through mountainous switchback roads,cautious traveler check weather report drive mountainous switchback road,579.0,36.0
596,52,,,The final puzzle piece completed everyone,,False,The final puzzle piece completed everyone,final puzzle piece complete,596.0,53.0
128,128,,,The sharp scent of freshly grated ginger tingled her nose.,,True,The sharp scent of freshly grated ginger tingled her nose,sharp scent freshly grate ginger tingle nose,128.0,129.0
1619,1075,,,"Fact-checkers validated sources, fortifying journalistic integrity with meticulous verification procedures.",,False,Fact-checkers validated sources fortifying journalistic integrity with meticulous verification procedures,fact checker validate source fortify journalistic integrity meticulous verification procedure,1619.0,1176.0
29,29,,,A faint floral perfume clung to the note in the envelope.,,True,A faint floral perfume clung to the note in the envelope,faint floral perfume cling note envelope,29.0,30.0
1559,1015,,,"Floral arrangers fashioned bouquets, brightening banquet tables during celebratory evening events.",,False,Floral arrangers fashioned bouquets brightening banquet tables during celebratory evening events,arranger fashion bouquet brighten banquet table celebratory evening event,1559.0,1116.0
1845,1301,,,"Helicopter pilots hovered expertly, rescuing stranded campers from remote mountain clearings.",,False,Helicopter pilots hovered expertly rescuing stranded campers from remote mountain clearings,helicopter pilot hover expertly rescue strand camper remote mountain clearing,1845.0,1404.0
2117,1573,,,"Documentary editors compiled interviews, painting intimate portraits of overlooked historical figures.",,False,Documentary editors compiled interviews painting intimate portraits of overlooked historical figures,documentary editor compile interview paint intimate portrait overlooked historical figure,2117.0,1676.0
2075,1531,,,"Food scientists researched proteins, supporting dietary transitions across developing global populations.",,False,Food scientists researched proteins supporting dietary transitions across developing global populations,food scientist research protein support dietary transition develop global population,2075.0,1634.0
1573,1029,,,"Pioneering educators developed curricula, integrating creativity across interdisciplinary academic subjects.",,False,Pioneering educators developed curricular integrating creativity across interdisciplinary academic subjects,pioneer educator develop curricular integrate creativity interdisciplinary academic subject,1573.0,1130.0
1454,910,,,"Fossil enthusiasts presented findings, informing museum patrons about Triassic-era reptilian evolution.",,False,Fossil enthusiasts presented findings informing museum patrons about Triassic-era reptilian evolution,fossil enthusiast present finding inform museum patron triassic era reptilian evolution,1454.0,1011.0
514,514,,,A faintly floral orange blossom fragrance enhanced the artisan soap.,,True,A faintly floral orange blossom fragrance enhanced the artisan soap,faintly floral orange blossom fragrance enhance artisan soap,514.0,515.0
135,135,,,"A rich, earthy scent of truffles wafted from the gourmet dish.",,True,A rich earthy scent of truffles wafted from the gourmet dish,rich earthy scent truffle waft gourmet dish,135.0,136.0
809,265,,,"Skilled swimmers perfected dives, impressing judges at prestigious international aquatic championships.",,False,Skilled swimmers perfected dives impressing judges at prestigious international aquatic championships,skilled swimmer perfect dive impress judge prestigious international aquatic championship,809.0,366.0
1790,1246,,,"Restaurant owners overhauled kitchens, adopting sustainable practices for environmentally responsible dining.",,False,Restaurant owners overhauled kitchens adopting sustainable practices for environmentally responsible dining,restaurant owner overhaul kitchen adopt sustainable practice environmentally responsible dining,1790.0,1348.0
1281,737,,,"Pasture expansions boosted ranches, creating grazing opportunities among border territories.",,False,Pasture expansions boosted ranches creating grazing opportunities among border territories,pasture expansion boost ranch create graze opportunity border territory,1281.0,838.0
743,199,,,"Electric buses replaced vehicles, lowering emissions while transporting commuters cities.",,False,Electric buses replaced vehicles lowering emissions while transporting commuters cities,electric bus replace vehicle lower emission transport commuter city,743.0,200.0
