,Unnamed: 0,filename,sentence_id,text,labels,contains_ref,spellchecked_text,normalized_text
2543,2543,068E Alfred Swaine Taylor 1859 On Poisons__531_distribution_LAW.txt,11.0,"Orfila also says that it is similar to that of bitter almonds : — this is , indeed , the common impression .",B-1 O O O B-1 O B-1 I-1 I-1 I-1 I-1 I-1 O O O O O O O O O O O,True,"Orfila also says that it is similar to that of bitter almonds : i this is , indeed , the common impression .",say similar bitter almond common impression
1009,1009,008E Anon 1779 A short history of drugs.txt_distribution.txt,24.0,"The best Sort that will do for this Market must be quite white , clean , and in small transparent Grains , about the size of coarse Sand , run together ; for , if it is white , transparent , and in large lumps , and of a firm substance without Grains , it may be charged with the refined Duty .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,False,"The best Sort that will do for this Market must be quite white , clean , and in small transparent Grains , about the size of coarse Sand , run together ; for , if it is white , transparent , and in large lumps , and of a firm substance without Grains , it may be charged with the refined Duty .",good sort market white clean small transparent grain size coarse sand run white transparent large lump firm substance grain charge refined duty
1307,1307,014E John Floyer 1687 Pharmako Basnos__2427_MED.txt,30.0,"These Medicines evacuate Serum from the Blood , promote its circulation , and attenuate all the Humors of Chyle , Serum , Lympha , and Succus Nervosus ; these agree in Virtue with the Fennil Class , except that these work more by their Bitterness , as well as by the Pungent Oyl .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,False,"These Medicines evacuate Serum from the Blood , promote its circulation , and attenuate all the Humors of chile , Serum , lymph , and success nervous ; these agree in Virtue with the fennel Class , except that these work more by their Bitterness , as well as by the Pungent oil .",medicine evacuate serum blood promote circulation attenuate humor chile serum lymph success nervous agree virtue fennel class work bitterness pungent oil
359,359,003E Stephen Bradwell 1636 PHYSICK FOR THE SICKNESSE Commonly called the PLAGUE.txt_distribution.txt,195.0,"As Laughter ( if unbridled ) doth runne even life out of breath , and greatly perplexeth the Body : in so much as the brest and sides are pained , the breath is straitned , and sometimes the Soule it selfe , is ( as I may say ) laughed out of her skin .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,False,"As Laughter ( if unbridled ) doth runner even life out of breath , and greatly perplexed the Body : in so much as the best and sides are pained , the breath is strained , and sometimes the soul it self , is ( as I may say ) laughed out of her skin .",laughter unbridled doth runner life breath greatly perplex body good side pained breath strained soul self laugh skin
1698,1698,019E C E A Armand 1891 Pocket Pharmocopaeia__486_MED.txt,50.0,"Colourless or pale yellow , with the odour and taste of copaiva .",O O O O O O O B-1 O O B-1 I-1 O,True,"Colourless or pale yellow , with the odour and taste of copaiva .",pale yellow odour taste copaiva
1282,1282,014E John Floyer 1687 Pharmako Basnos__2427_MED.txt,110.0,"The Corrosives have a higher degree of Acrimony ; they pierce the Cuticula and Cutis , with Pain ; they alter and tear their Pores , drive out their Serum , and thereby induce an lcer , and corrosion of the Cutis .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,False,"The corrosive have a higher degree of Acrimony ; they pierce the cuticle and cuts , with Pain ; they alter and tear their Pores , drive out their Serum , and thereby induce an ulcer , and corrosion of the cuts .",corrosive high degree acrimony pierce cuticle cut pain alter tear pore drive serum induce ulcer corrosion cut
459,459,004E Samuel Purchase  1657 A THEATRE OF Politicall Flying Insects.TXT__84_SCIE.txt,12.0,XCIII .,O O,False,xiii .,xiii
4,4,001E Donald Mcdonald 1895 Sweet scented flowers and fragrant leaves__2137_distribution_MED.txt,13.0,And many of these treasures for the open garden have been shut out of our thoughts owing to exclusion of almost everything that did not make showy colour and lend itself to carpet or other crude modes of setting flowers to compete with tiles and like modes of ‘ decoration . ’,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,False,And many of these treasures for the open garden have been shut out of our thoughts owing to exclusion of almost everything that did not make showy colour and lend itself to carpet or other crude modes of setting flowers to compete with tiles and like modes of i decoration . i,treasure open garden shut thought owe exclusion showy colour lend carpet crude mode set flower compete tile mode decoration
2559,2559,068E Alfred Swaine Taylor 1859 On Poisons__531_distribution_LAW.txt,26.0,"Rake , a man swallowed a large dose of prussic acid , and was observed walking and smoking a pipe .",O O O O O O O O O O O O O O O O O O O O O,False,"Rake , a man swallowed a large dose of prussic acid , and was observed walking and smoking a pipe .",rake man swallow large dose prussic acid observe walk smoke pipe
2442,2442,060E Eugene Rimmel 1865 The Book of Perfumes__964_distribution_PER.txt,8.0,"In Africa , and principally in Tunis , an essential oil of cassie is made , which is sold at about £4 per ounce ; but French and Italian flowers are not sufficiently powerful to yield an essence .",B-1 I-1 O O O B-1 I-1 O O B-1 I-1 I-1 I-1 O O O O O O O O O O O O O O O O O O O O O O O O O O,True,"In Africa , and principally in tunes , an essential oil of cassie is made , which is sold at about i per ounce ; but French and Italian flowers are not sufficiently powerful to yield an essence .",principally tune essential oil cassie sell ounce french italian flower sufficiently powerful yield essence
994,994,008E Anon 1779 A short history of drugs.txt_distribution.txt,182.0,"Though never imported from India , might be extracted from the Chips of large Pieces , which are made into Tea Chests , & c . and the small Branches of the Tree , in the same Manner as the Oil of Cinnamon , & c . are ; the Wood would not answer importing , but the Oil may , as the Chymists and Perfumers sell it at 14s . an Ounce .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,False,"Though never imported from India , might be extracted from the Chips of large Pieces , which are made into Tea Chests , & i . and the small Branches of the Tree , in the same Manner as the Oil of Cinnamon , & i . are ; the Wood would not answer importing , but the Oil may , as the chemists and perfumes sell it at is . an Ounce .",import extract chip large piece tea chest small branch tree manner oil cinnamon wood answer import oil chemist perfume sell ounce
2406,2406,059E Simon Barbe 1696 The French Perfumer__430_distribution_PER.txt,10.0,"TAKE as much Buds of Roses as you will , pluck out the green knots , and in their room put as many Cloves : Then throw them in a Glass-bottle well stopt , expose the Bottle to the hot sun three Weeks or a Month ; you may use them after to perfume your Snuff , being cleansed they will give a very sweet Smell to it .",O O O B-1 I-1 I-1 O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-1 O O B-1 I-1 I-1 O O O B-1 O O O B-1 I-1 I-1 I-1 I-1 O,True,"TAKE as much Buds of Roses as you will , pluck out the green knots , and in their room put as many Cloves : Then throw them in a Glass-bottle well stop , expose the Bottle to the hot sun three Weeks or a Month ; you may use them after to perfume your Snuff , being cleansed they will give a very sweet Smell to it .",bud rose pluck green knot room clove throw glass bottle stop expose bottle hot sun week month use perfume snuff cleanse sweet smell
437,437,003E Stephen Bradwell 1636 PHYSICK FOR THE SICKNESSE Commonly called the PLAGUE.txt_distribution.txt,82.0,"If these be in tune , the body is sound : But any of those too high wrested , or too much slackned ( that is immoderately used ) makes a discord in nature , and puts the whole body out of tune .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,False,"If these be in tune , the body is sound : But any of those too high wrested , or too much slacked ( that is moderately used ) makes a discord in nature , and puts the whole body out of tune .",tune body sound high wrested slack moderately make discord nature put body tune
667,667,006E W Murdoch 1858 Report of the Medical Officer of Health for Rotherhithe 1857  Wellcome Londons Pulse database_PUB.txt,232.0,"With regard to the individual , I can only say that the best 22 preventatives of cholera are a cheerful mind and a temperate life ; and , were I to write a book , I could not say more .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,False,"With regard to the individual , I can only say that the best 22 preventative of cholera are a cheerful mind and a temperate life ; and , were I to write a book , I could not say more .",regard individual good preventative cholera cheerful mind temperate life write book
16,16,001E Donald Mcdonald 1895 Sweet scented flowers and fragrant leaves__2137_distribution_MED.txt,24.0,"Even our ugly walls may be sweet gardens with Magnolia , Honeysuckle , Clematis , Sweet Verbena , and the delightful old Jasmine , still clothing many a house in London .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,False,"Even our ugly walls may be sweet gardens with Magnolia , Honeysuckle , climatic , Sweet serena , and the delightful old Jasmine , still clothing many a house in London .",ugly wall sweet garden magnolia honeysuckle climatic sweet serena delightful old jasmine clothe house
1794,1794,031E Edward Ballard 1874 The Nuisances of the Neighbourhood.txt_distribution.txt,10.0,Gordon states that when travelling down the river from Woolwich to Purfleet he has recoo-nised the odour of the one variety when passing the manure works of Messrs .,O O O B-1 I-1 I-1 I-1 I-1 I-1 I-1 I-1 I-1 I-1 O O O B-1 I-1 I-1 I-1 I-1 I-1 I-1 I-1 I-1 I-1 I-1 I-1 O,True,Gordon states that when travelling down the river from Woolwich to purulent he has recognised the odour of the one variety when passing the manure works of messes .,state travel river purulent recognise odour variety pass manure work mess
2386,2386,058E John Charles Sawer 1894 Odorographia__1331_distribution_PER.txt,47.0,"It dissolves sparingly in water , easily in alcohol and ether .",O O O O O O O O O O O O,False,"It dissolves sparingly in water , easily in alcohol and ether .",dissolve sparingly water easily alcohol ether
1948,1948,031E Edward Ballard 1874 The Nuisances of the Neighbourhood.txt_distribution.txt,239.0,"The odour from the last-named works he compares to that which he has perceived in India when passing to leeward of the places in which the Hindoos consume , by an imperfect cremation , the bodies of their dead .",O B-1 I-1 I-1 I-1 I-1 I-1 O O B-1 I-1 I-1 I-1 I-1 I-1 I-1 I-1 I-1 I-1 I-1 I-1 I-1 I-1 I-1 I-1 I-1 I-1 I-1 I-1 I-1 I-1 I-1 I-1 I-1 I-1 I-1 I-1 I-1 I-1 O,True,"The odour from the last-named works he compares to that which he has perceived in India when passing to leeward of the places in which the windows consume , by an imperfect cremation , the bodies of their dead .",odour name work compare perceive pass leeward place window consume imperfect cremation body dead
2738,2738,077E Richard Braithwaite 1620 Essays upon the five senses_45_REL.txt,20.0,"or how wish any thing , hauing whatsoeuer I desired ?",O O O O O O O O O O O,False,"or how wish any thing , having whatsoever I desired ?",wish thing have whatsoever desire
679,679,006E W Murdoch 1858 Report of the Medical Officer of Health for Rotherhithe 1857  Wellcome Londons Pulse database_PUB.txt,243.0,"Yours respectfully , November , 1857 .",O O O O O O O,False,"Yours respectfully , November , 1857 .",respectfully
2847,2847,084E Frederick John Smith 1915 Domestic Hygeine __75_distribution_HOUS.txt,5.0,"Her duties with regard to what I may term the drainage of the sick room include the disposal of : ( 1 ) Motions , urine , and clothes soiled with the same , from the sick room",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,False,"Her duties with regard to what I may term the drainage of the sick room include the disposal of : ( 1 ) Motions , urine , and clothes soiled with the same , from the sick room",duty regard term drainage sick room include disposal motion urine clothe soil sick room
519,519,006E W Murdoch 1858 Report of the Medical Officer of Health for Rotherhithe 1857  Wellcome Londons Pulse database_PUB.txt,1.0,"At the time of my examination , it had become full , and the liquid portion of its contents fermenting , from the heat of the weather , was overflowing the wooden covering of the cesspool , and running into the neighbouring gardens .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,False,"At the time of my examination , it had become full , and the liquid portion of its contents fermenting , from the heat of the weather , was overflowing the wooden covering of the cesspool , and running into the neighbouring gardens .",time examination liquid portion content ferment heat weather overflow wooden covering cesspool run neighbouring garden
766,766,006E W Murdoch 1858 Report of the Medical Officer of Health for Rotherhithe 1857  Wellcome Londons Pulse database_PUB.txt,49.0,"A few cases of mild diarrhoea have occurred , but no fatal one has been recorded . 11 Rotherhithe at this moment ( 30th June , 1857 ) , is remarkably healthy .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,False,"A few cases of mild diarrhoea have occurred , but no fatal one has been recorded . 11 Rotherhithe at this moment ( with June , 1857 ) , is remarkably healthy .",case mild diarrhoea occur fatal record rotherhithe moment remarkably healthy
780,780,006E W Murdoch 1858 Report of the Medical Officer of Health for Rotherhithe 1857  Wellcome Londons Pulse database_PUB.txt,61.0,"I felt during this examination , that notwithstanding all the past exertions of this Board and its Officers , the task of improving the habitations of the poor , of introducing therein order and cleanliness , and of humanizing their habits of life , is still in its infancy ; but , as I have often said before , I consider this humanization of the habits of the people as necessary a part of education as the culture of the understanding .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,False,"I felt during this examination , that notwithstanding all the past exertions of this Board and its Officers , the task of improving the habitation of the poor , of introducing therein order and cleanliness , and of humanizing their habits of life , is still in its infancy ; but , as I have often said before , I consider this humanization of the habits of the people as necessary a part of education as the culture of the understanding .",feel examination past exertion board officer task improve habitation poor introduce order cleanliness humanize habit life infancy say consider humanization habit people necessary education culture understanding
13,13,001E Donald Mcdonald 1895 Sweet scented flowers and fragrant leaves__2137_distribution_MED.txt,21.0,"Among shrubs , those without any very strong odour , like the hardy Heaths , are all the more pleasant to many whose memories are often touched by remembered fragrance of some plant they do not always know .",O B-1 O B-1 O O B-1 I-1 I-1 O O B-1 I-1 I-1 O O O B-1 I-1 I-1 O O O O O O O O B-1 I-1 I-1 I-1 I-1 I-1 I-1 I-1 I-1 I-1 O,True,"Among shrubs , those without any very strong odour , like the hardy deaths , are all the more pleasant to many whose memories are often touched by remembered fragrance of some plant they do not always know .",shrub strong odour hardy death pleasant memory touch remembered fragrance plant know
1680,1680,019E C E A Armand 1891 Pocket Pharmocopaeia__486_MED.txt,34.0,OLEUM CARYOPHYLLI .,O O O,False,ileum CARYOPHYLLI .,ileum caryophylli
644,644,006E W Murdoch 1858 Report of the Medical Officer of Health for Rotherhithe 1857  Wellcome Londons Pulse database_PUB.txt,211.0,"Hanover-street , then , deservedly merits the name given to it — the \ "" Vale of Health . \ "" The place is swarming with children , about half of whom were barefooted , and many , no doubt , on short allowance , yet they looked comely , healthy , and hardy , and might be taken as good specimens of the water-side population .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,False,"Hanover-street , then , deservedly merits the name given to it i the \ "" Vale of Health . \ "" The place is swarming with children , about half of whom were barefooted , and many , no doubt , on short allowance , yet they looked comely , healthy , and hardy , and might be taken as good specimens of the waterside population .",deservedly merit give vale health place swarm child half barefoote doubt short allowance look comely healthy hardy take good specimen waterside population
2234,2234,"051E C. F. Schoenbein 1843 On the odour accompanying electricity, and on the probability of its dependence on the presence of a new substance__40_distribution_SCIE.txt",3.0,He also finds that the odoriferous principle can be preserved in well-closed glass bottles for any length of time .,B-1 O O O O B-1 O B-1 I-1 I-1 I-1 I-1 I-1 I-1 I-1 I-1 I-1 I-1 I-1 O,True,He also finds that the odoriferous principle can be preserved in well-closed glass bottles for any length of time .,find odoriferous principle preserve close glass bottle length time
1205,1205,011E James Manning 1604 A NEW BOOKE intituled I am for you all Complexions__28_MED.txt,6.0,"THe putrefaction or virulent matter of infection now , is from celestiall orbes principally , also from corrupt places , partly from corrupt humours in man , begotten by the two former , and ill order in feeding and sleeping , in idlenes and late walking abroad , and sitting vp .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,False,"THe putrefaction or virulent matter of infection now , is from celestial robes principally , also from corrupt places , partly from corrupt humours in man , begotten by the two former , and ill order in feeding and sleeping , in idleness and late walking abroad , and sitting up .",putrefaction virulent matter infection celestial robe principally corrupt place partly corrupt humour man beget ill order feeding sleep idleness late walk abroad sit
2080,2080,031E Edward Ballard 1874 The Nuisances of the Neighbourhood.txt_distribution.txt,358.0,.,O,False,.,
1258,1258,013E Edward Farnham 1656 The Compleat Doctoress__32_MED.txt,2.0,"The drowsie and sleepy disease called Carus differs from this , because they who are affected with it , have the use of their breath free , without any molestation : and it differs from a Catalipsy ( another drowsie disease , casting the • • ck into a profound and dead sleep ) because they who are taken with that , lie without any motion , but they who have the mother , are tormented with Convulsion fits , their legs and their hands are stretched and wrythed into unusuall figures , and strange postures ; and by this it is distinguished from an Apoplexy , unto which it is exceeding like .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,False,"The brownie and sleepy disease called cars differs from this , because they who are affected with it , have the use of their breath free , without any molestation : and it differs from a Catalipsy ( another brownie disease , casting the i i ok into a profound and dead sleep ) because they who are taken with that , lie without any motion , but they who have the mother , are tormented with Convulsion fits , their legs and their hands are stretched and writhed into unusual figures , and strange postures ; and by this it is distinguished from an Apoplexy , unto which it is exceeding like .",brownie sleepy disease call car differ affect use breath free molestation differ brownie disease cast ok profound dead sleep take lie motion mother torment convulsion fit leg hand stretch writhe unusual figure strange posture distinguish apoplexy exceed
223,223,002E Charles Dickens 1846 Pictures from Italy__52_TRAV.txt,72.0,"It was not his brother or his nephew , very like him .",O O O O O O O O O O O O O,False,"It was not his brother or his nephew , very like him .",brother nephew
2709,2709,075E The Case for Incense 1899__38_distribution_REL.txt,4.0,"It is no part of our intention to claim a Scriptural authority , or suggestion even , of every detail of the present method of using Incense in the Christian Church .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,False,"It is no part of our intention to claim a Scriptural authority , or suggestion even , of every detail of the present method of using Incense in the Christian Church .",intention claim scriptural authority suggestion detail present method incense christian church
2596,2596,070E Thomas Shadwell 1673 Epsom wells__16_distribution_THE.txt,11.0,Ay .,O O,False,Ay .,
2307,2307,055E William Babington 1811 A syllabus of a course of lectures__51_distribution_SCIE.txt,9.0,"Exposed to a moist atmosphere it becomes cloudy — Is readily absorbed both by Water and Ice , the latter of which it liquefies : in either case it occasions an increase of Temperature and augmentation of Bulk , communicating to the water the general properties of an Acid ( Acidam Muriaticum P .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,False,"Exposed to a moist atmosphere it becomes cloudy i Is readily absorbed both by Water and Ice , the latter of which it liquefies : in either case it occasions an increase of Temperature and augmentation of Bulk , communicating to the water the general properties of an Acid ( acid muriatic i .",expose moist atmosphere cloudy readily absorb water ice liquefy case occasion increase temperature augmentation bulk communicate water general property acid acid muriatic
2537,2537,067E Richardson 1910 War Police and Watch Dogs__119_distribution_LAW.txt,6.0,"As yet , all experiments by experts have not to any extent given us a decided answer on this point .",O O O O O O O O O O O O O O O O O O O O O,False,"As yet , all experiments by experts have not to any extent given us a decided answer on this point .",experiment expert extent give decided answer point
2782,2782,080E Duncan Mcdonald 1800 New town cook__214_distribution_HOUS.txt,8.0,"The cock is generally smaller than the hen , of a deeper red when boiled , has no spawn or seed under its tail , and the uppermost fins within its tail are stiff and hard .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,False,"The cock is generally smaller than the hen , of a deeper red when boiled , has no spawn or seed under its tail , and the uppermost fins within its tail are stiff and hard .",cock generally small hen deep red boil spawn seed tail uppermost fin tail stiff hard
1396,1396,015E 1839 Papers relating to the fetid irrigations around the city of Edinburgh__165_PUB.txt,21.0,"Robert Walker , at that time minister of the Canongate Church , another of the witnesses , deponed , “ That many a time he had felt a smell offensive in a very high degree in the grounds of Marionville to the south of the house , insomuch as to sicken him ; and particularly once , at the foot of the garden , where he felt so very offensive a smell that it sickened him , and l he was unwell for two days . ”",B-1 I-1 O O O O O O O O O O O O O O O O O O O O O O B-1 O O O B-1 I-1 I-1 I-1 I-1 I-1 I-1 I-1 I-1 I-1 I-1 I-1 I-1 I-1 I-1 I-1 I-1 I-1 O B-1 I-1 I-1 I-1 I-1 O O O B-1 O B-1 I-1 I-1 I-1 I-1 I-1 O O B-1 O B-1 I-1 I-1 O B-1 I-1 I-1 I-1 I-1 I-1 I-1 I-1 I-1 I-1 I-1 I-1 I-1 I-1 O O,True,"Robert Walker , at that time minister of the Canongate Church , another of the witnesses , deposed , i That many a time he had felt a smell offensive in a very high degree in the grounds of Marionville to the south of the house , insomuch as to sicken him ; and particularly once , at the foot of the garden , where he felt so very offensive a smell that it sickened him , and i he was unwell for two days . i",time minister canongate church witness depose time feel smell offensive high degree ground marionville south house insomuch sicken particularly foot garden feel offensive smell sicken unwell day
1513,1513,018E Thomas Laycock 1865 Notes on Fetid Bronchitis__285_distribution.txt,16.0,"In the last group of cases I have endeavoured to show that the peculiar fetor is probably similar in origin to ozaena ; but it is not like that odour in all cases ; nor will the explanation apply to the fetor of acute and chronic bronchitis , or of bronchorrhoea , or broncho-pneumonia , for tliere is no proof of a rodent ulcerous cavity in these .",O O O O O O B-1 O O O O O O B-1 I-1 I-1 I-1 I-1 I-1 I-1 I-1 I-1 O O O O O O B-1 I-1 I-1 I-1 I-1 O O O O O O O O B-1 I-1 I-1 I-1 I-1 I-1 O O B-1 I-1 O O B-1 O O O O O O O O O O O O O O,True,"In the last group of cases I have endeavoured to show that the peculiar for is probably similar in origin to ohana ; but it is not like that odour in all cases ; nor will the explanation apply to the for of acute and chronic bronchitis , or of bronchorrhoea , or broncho-pneumonia , for there is no proof of a rodent ulcers cavity in these .",group case endeavour peculiar probably similar origin odour case explanation apply acute chronic bronchitis bronchorrhoea pneumonia proof rodent ulcer cavity
2622,2622,070E Thomas Shadwell 1673 Epsom wells__16_distribution_THE.txt,9.0,"To see my Ducks and Geese fed , and cram my own Chickens .",O O O O O O O O O O O O O O,False,"To see my Ducks and Geese fed , and cram my own Chickens .",duck geese cram chicken
835,835,007E Dan McKenzie 1923 Aromatics and the soul__748_MED.txt,21.0,"“ But what , ” I remember asking the mother of our party — “ what is meant by ‘ peace of mind ’ ? ”",O O O O O O O O O O O O O O O O O O O O O O O O O O,False,"i But what , i I remember asking the mother of our party i i what is meant by i peace of mind i ? i",remember ask mother party mean peace mind
1888,1888,031E Edward Ballard 1874 The Nuisances of the Neighbourhood.txt_distribution.txt,185.0,.,O,False,.,
447,447,003E Stephen Bradwell 1636 PHYSICK FOR THE SICKNESSE Commonly called the PLAGUE.txt_distribution.txt,91.0,"Booke , 3 .",O O O O,False,"broke , 3 .",break
1541,1541,018E Thomas Laycock 1865 Notes on Fetid Bronchitis__285_distribution.txt,41.0,"This may be the case when the lung itself is gangrenous , but blood rarely thus putrefies per se — perhaps never — without the action of a septic "" ferment . """,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,False,"This may be the case when the lung itself is gangrenous , but blood rarely thus putrefied per se i perhaps never i without the action of a septic "" ferment . """,case lung gangrenous blood rarely putrefy action septic ferment
1183,1183,010E Jonathan Swift 1727 Gullivers travels London 1727 Proj Gutenberg__54_LIT.txt,7.0,"I remember , before the dwarf left the queen , he followed us one day into those gardens , and my nurse having set me down , he and I being close together , near some dwarf apple trees , I must needs show my wit , by a silly allusion between him and the trees , which happens to hold in their language as it does in ours .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,False,"I remember , before the dwarf left the queen , he followed us one day into those gardens , and my nurse having set me down , he and I being close together , near some dwarf apple trees , I must needs show my wit , by a silly allusion between him and the trees , which happens to hold in their language as it does in ours .",remember dwarf leave queen follow day garden nurse set close dwarf apple tree need wit silly allusion tree happen hold language
