,clean_sentence,clean_token,ref_type,original_ref_type
436,let suppose person exercise sense smell little experience discover nose organ sense air air medium,smell,Olfactive,Quality
288,narrate case shoe fetishism man perversion begin age time wear new shoe previously liftoff shoe eld brother feel smelt new shoe sensation unmeasured pleasure year later begin use shoe method masturbation,new shoe smell,Olfactive,Quality
51,examine water smell recently dip sewer,recently dip sewer water smell,Olfactive,Quality
269,sexual odor animal modification musk,sexual musk odor,Olfactive,Quality
241,frequent conversation officer respect offensive smell particular express surprise barrack build near nuisance surprise officer eth share believe state regiment quarter unwholesome station wonder attempt government authority remove evident cause salubrity surround,offensive smell,Olfactive,Quality
384,oil dill,oil dill,Olfactive,Quality
219,elder leave fetid flower fragrant flower sayonara leave resemble elder,elder leave flower flower sayonara fragrant,Olfactive,Quality
185,milky resinous exulcerator oil fix join acid acrid salt tithymalus eula smell acid hot scent,acid hot milky resinous exulcerator tithymalus eula smell scent,Olfactive,Quality
56,link memory evening glory come gentle strain long forget song rich pungent smell turf smoke eddy blue low chimney soft air twilight,soft air twilight rich pungent turf smoke smell,Olfactive,Quality
270,moth musky odor confine male doubtless sexual,musky sexual sphinx moth odor,Olfactive,Quality
540,open body smell acid perceptible,perceptible acid smell,Olfactive,Quality
343,cause excess fibrin probably predispose exciting cause fetor,fetor,Olfactive,Quality
323,writer speak dreadful smell true pulmonary gangrene describe faecal,dreadful faecal smell,Olfactive,Quality
149,putrefaction hot moist apt destroy take nostril heat subtile pass speedily pellicle mouth fume moisture,putrefaction,Olfactive,Quality
17,rape linseed fall bag ground unpaved lie rot shower rain stench offensive,offensive stench,Olfactive,Quality
147,secondly instrument smell place deeply head creature,smell,Olfactive,Quality
376,pale yellow recent gradually dark odor fruit spicy somewhat acrid taste,odor,Olfactive,Quality
65,recent investigator show loathsome deadly typhus fever know year filth disease carry lice pest breed flourish bodily cleanliness neglect personal odor strong,personal strong odor,Olfactive,Quality
265,state know woman natural odor musk frequently sufficiently strong impart bath hour perfume entirely exhalation musky body add gallop enthusiast matter,natural sufficiently strong musk ambergris odor,Olfactive,Quality
231,colony siderite dead nettle smell galeopsis smell perceivable,dead nettle perceivable colony siderite galeopsis smell smell,Olfactive,Quality
354,speculation naturally arise immediate origin composition volatile matter cause stench blood easily impregnate volatile stuff readily conclude come blood,volatile matter blood stench impregnate,Olfactive,Quality
127,,,Olfactive,Quality
124,concrete gummy resinous juice color size produce persia fine aromatic smell bitter aromatic taste good bring home year past solid lump size nutmeg pigeon egg palish yellow color break appear inside whitish mealy substance break deep orange colour firm texture shine preferable,fine aromatic smell,Olfactive,Quality
8,sweet root carry root flower savory wood smell unto wood crosse tree life midst paradise,wood crosse smell,Olfactive,Quality
331,battery cause kind gangrenous cavity contact external air fetor inasmuch abundantly present blood carbuncular gangrene affect lung,gangrenous cavity fetor,Olfactive,Quality
577,prawn shrimp hard stiff pleasant scent tail turn strongly inward new limber color fade faint smell feel slimy stale,pleasant faint prawn shrimp scent smell,Olfactive,Quality
575,majority good judge see man devoid taste smell little difference putrid fresh food present,putrid fresh food smell,Olfactive,Quality
477,stamp hear large glass leave part empty commend juice hearse nip lute glass digest ban die find red divide waterish remain blood essence hear,hear essence,Olfactive,Quality
71,stick horrible memory famous steamy stench parboil cabbage fill restaurant car train,famous steamy parboil cabbage stench,Olfactive,Quality
236,turpentine balsam aromatic smell peruvian storax herb boy fragrant terebinthine smell juniper cedar sassafra oil turpentine easily extract fragrant owl vegetable frequently mix sophistication argue differ turpentine mix latent acid pure acid ethereal odoriferous root valerian smell turpentine flower essay little dry,turpentine essay oil turpentine aromatic fragrant terebinthine turpentine storax herb sassafra owl turpentine root flower smell smell fragrant odoriferous smell,Olfactive,Quality
472,perfumer valuable assistant possess high degree fresh floral fragrance render highly useful compound,fresh floral fragrance,Olfactive,Quality
361,acrid stench cigarette smoke cling old curtain,acrid stench cigarette smoke,Olfactive,Quality
73,barn smell hay leather warm scent animal,barn smell hay leather swarm scent,Olfactive,Quality
374,faint metallic tang fresh ink fill print press room,faint metallic fresh ink printing press,Olfactive,Quality
155,bitter scent espresso fill bustling coffee shop,bitter scent espresso coffee,Olfactive,Quality
104,warm bread roll carry comforting scent home cook meal,warm roll comfort scent home cook,Olfactive,Quality
394,warm sugary smell sugar coat donut perfectly,warm sugary smell cinnamon sugar donut,Olfactive,Quality
377,sharp clean scent vinegar cut fishy air,sharp scent vinegar fishy,Olfactive,Quality
124,strong zesty citrus aroma rise cut grapefruit,strong zesty aroma cut,Olfactive,Quality
68,fresh paint sharp chemical tang closed room,fresh paint sharp tang closed,Olfactive,Quality
450,warm spicy aroma clove enhance mulled wine,warm spicy aroma clove mulled,Olfactive,Quality
9,sea breeze carry salty briny note seaweed,sea salty briny,Olfactive,Quality
194,clean sharp scent eucalyptus fill steam room,clean scent eucalyptus steam,Olfactive,Quality
406,sweet tropical scent coconut milk enrich creamy soup,sweet tropical scent coconut milk creamy,Olfactive,Quality
84,overwhelming stench spoiled milk fill kitchen,overwhelming stench spoiled milk,Olfactive,Quality
371,sweet tropical aroma pineapple perfume market stall,sweet tropical aroma pineapple perfume market,Olfactive,Quality
388,rich roasted aroma peanut waft carnival stand,rich roasted aroma peanut carnival,Olfactive,Quality
495,sweet creamy smell whip cream top holiday hot chocolate,sweet creamy smell whip cream hot chocolate,Olfactive,Quality
30,golden sweetness perfume jar lid open,honey sweetness perfume,Olfactive,Quality
316,faintly sweet floral lavender scent linger laundry room,faintly sweet floral laundry,Olfactive,Quality
408,sharp herbal aroma sage infuse roasting turkey,sharp herbal aroma sage roasting,Olfactive,Quality
