,Unnamed: 0,filename,sentence_id,text,labels,contains_ref,spellchecked_text,normalized_text
247,247,,,rich creamy scent melt chocolate rise fondue pot,,True,,rich creamy scent melt chocolate rise fondue pot
793,1293,,,notable anthropologist unveil theory challenge assumption form generation research,,False,,notable anthropologist unveil theory challenge assumption form generation research
1063,1563,,,indigenous storyteller share fable enlighten child tribal history value,,False,,indigenous storyteller share fable enlighten child tribal history value
601,1101,,,government body enforce regulation preserve wildlife conservation zone worldwide,,False,,government body enforce regulation preserve wildlife conservation zone worldwide
661,1161,,,cultural anthropologist interview nomad document practice overlook historical scholarship,,False,,cultural anthropologist interview nomad document practice overlook historical scholarship
382,382,,,fresh zesty aroma tangerine brighten snowy winter day,,True,,fresh zesty aroma tangerine brighten snowy winter day
697,1197,,,water treatment facility modernize system guarantee cleanliness city population,,False,,water treatment facility modernize system guarantee cleanliness city population
277,777,,,sustainable fishery advocate regulate quota ensure long term oceanic population stability,,False,,sustainable fishery advocate regulate quota ensure long term oceanic population stability
143,643,,,fleet conduct exercise coordinate maneuver maritime border dispute,,False,,fleet conduct exercise coordinate maneuver maritime border dispute
275,275,,,faint citrus scent accompany lather soap bar,,True,,faint citrus scent accompany lather soap bar
751,1251,,,improve comedian inspire laughter shaping sketch audience member suggestion,,False,,improve comedian inspire laughter shaping sketch audience member suggestion
188,188,,,faint salty ocean breeze carry hint seaweed,,True,,faint salty ocean breeze carry hint seaweed
866,1366,,,beekeeper union defend pollinator promote strategy agricultural ecosystem management,,False,,beekeeper union defend pollinator promote strategy agricultural ecosystem management
466,966,,,architect design sustainable home optimize energy usage climate fluctuation,,False,,architect design sustainable home optimize energy usage climate fluctuation
332,332,,,smoky savory smell barbecued rib hang backyard air,,True,,smoky savory smell barbecued rib hang backyard air
227,727,,,entomologist record insect migration identify specie adapt shift global climate,,False,,entomologist record insect migration identify specie adapt shift global climate
110,610,,,student earn scholarship celebrate achievement joyous school ceremony,,False,,student earn scholarship celebrate achievement joyous school ceremony
580,1080,,,climb parapet overtake fortress abandon century long political upheaval,,False,,climb parapet overtake fortress abandon century long political upheaval
1204,1704,,,poetry club host slams invigorate creativity emerge speak word enthusiast,,False,,poetry club host slams invigorate creativity emerge speak word enthusiast
414,414,,,faint salty sea breeze carry aroma wet sand,,True,,faint salty sea breeze carry aroma wet sand
135,135,,,sour smell ferment grape fill winery cellar,,True,,sour smell ferment grape fill winery cellar
1311,1811,,,conservationist rescue turtle move away contaminated coastal breeding ground,,False,,conservationist rescue turtle move away contaminated coastal breeding ground
398,398,,,faint metallic odor old key cling attic chest,,True,,faint metallic odor old key cling attic chest
6,506,,,jubilant puppy chase butterfly flowering backyard fence,,False,,jubilant puppy chase butterfly flowering backyard fence
721,1221,,,teacher introduce storytelle apply boost literacy program disadvantaged population,,False,,teacher introduce storytelle apply boost literacy program disadvantaged population
212,212,,,warm spicy scent gingerbread cookie permeate holiday party,,True,,warm spicy scent gingerbread cookie permeate holiday party
414,914,,,submarine patrol coastline conduct research marine conservation initiative globally,,False,,submarine patrol coastline conduct research marine conservation initiative globally
1233,1733,,,local brewer experiment flavor showcase craft beverage appeal connoisseur,,False,,local brewer experiment flavor showcase craft beverage appeal connoisseur
298,298,,,earthy smoky smell tobacco hang wooden cigar box,,True,,earthy smoky smell tobacco hang wooden cigar box
536,1036,,,local activist champion initiative revitalize playground neglect urban community,,False,,local activist champion initiative revitalize playground neglect urban community
710,1210,,,form study group refining strategy juggle extracurricular demand,,False,,form study group refining strategy juggle extracurricular demand
70,570,,,rise black smoke signal busy factory operate day night shift,,False,,rise black smoke signal busy factory operate day night shift
464,464,,,faintly floral lavender fragrance sweeten calming bath salt,,True,,faintly floral lavender fragrance sweeten calming bath salt
790,1290,,,aerial firefighter douse flame prevent forest destruction mountainous terrain,,False,,aerial firefighter douse flame prevent forest destruction mountainous terrain
885,1385,,,horticulture club exchange cutting boost plant diversity greenhouse space,,False,,horticulture club exchange cutting boost plant diversity greenhouse space
1050,1550,,,cryptographer crack cipher prove vulnerability outdated encryption algorithm widely,,False,,cryptographer crack cipher prove vulnerability outdated encryption algorithm widely
1306,1806,,,instructor examine wave set guide novice vital safety guideline,,False,,instructor examine wave set guide novice vital safety guideline
1026,1526,,,mineral prospector detect gold raising prospect expand regional economic growth,,False,,mineral prospector detect gold raising prospect expand regional economic growth
29,29,,,burn sugar leave bitter smell small kitchen,,True,,burn sugar leave bitter smell small kitchen
196,196,,,nutty roasted scent almond waft shop,,True,,nutty roasted scent almond waft shop
432,932,,,sport journalist investigate dope allegation scrutinize evidence athletic association,,False,,sport journalist investigate dope allegation scrutinize evidence athletic association
611,1111,,,skilled crocheter fashion doily preserving tradition cherish genealogist,,False,,skilled crocheter fashion doily preserving tradition cherish genealogist
936,1436,,,theater instructor conduct improvisation shape comedic timing aspire dramatic performer,,False,,theater instructor conduct improvisation shape comedic timing aspire dramatic performer
309,809,,,biologist map reef document fish behavior newly discover habitat,,False,,biologist map reef document fish behavior newly discover habitat
1121,1621,,,delivery cyclist navigate shortcut optimize route congested metropolitan district,,False,,delivery cyclist navigate shortcut optimize route congested metropolitan district
1321,1821,,,magician hone illusion fine tune sleight hand artistry prestigious stage competition worldwide,,False,,magician hone illusion fine tune sleight hand artistry prestigious stage competition worldwide
170,670,,,downtown escalator malfunction force commuter emergency stairwell rush,,False,,downtown escalator malfunction force commuter emergency stairwell rush
316,816,,,monitor exotic specie ensure balanced ecosystem massive aquarium exhibit,,False,,monitor exotic specie ensure balanced ecosystem massive aquarium exhibit
65,65,,,harsh acrid smell smoke signal distant fire,,True,,harsh acrid smell smoke signal distant fire
625,1125,,,kid race tricycle revel competition neighborhood guardian watch,,False,,kid race tricycle revel competition neighborhood guardian watch
426,926,,,major newspaper feature investigator reveal scandal financial institution worldwide,,False,,major newspaper feature investigator reveal scandal financial institution worldwide
462,962,,,construction crew replace pipeline enhance infrastructure reliability coastal district,,False,,construction crew replace pipeline enhance infrastructure reliability coastal district
30,530,,,champion runner sprint furiously cheer fan finish,,False,,champion runner sprint furiously cheer fan finish
61,561,,,skilled astronomer track planetary alignment massive telescope remote observatory,,False,,skilled astronomer track planetary alignment massive telescope remote observatory
770,1270,,,diorama creator construct landscape depict scene era miniature,,False,,diorama creator construct landscape depict scene era miniature
32,532,,,gradually cover abandon wall reclaim crumble brick hesitation,,False,,gradually cover abandon wall reclaim crumble brick hesitation
977,1477,,,industrial designer print prototype verify ergonomic everyday consumer good,,False,,industrial designer print prototype verify ergonomic everyday consumer good
1260,1760,,,career counselor recommend apprenticeship bridge educational path industry demand,,False,,career counselor recommend apprenticeship bridge educational path industry demand
1207,1707,,,thrive replenish reef system environmental conservation policy,,False,,thrive replenish reef system environmental conservation policy
819,1319,,,vegan recipe channel thrive guide follower plant base dietary habit,,False,,vegan recipe channel thrive guide follower plant base dietary habit
967,1467,,,volunteer pilot coordinate delivery reach remote island lack accessible runway,,False,,volunteer pilot coordinate delivery reach remote island lack accessible runway
386,886,,,expat learn language blend seamlessly native community expand perspective,,False,,expat learn language blend seamlessly native community expand perspective
369,869,,,tailor adjust suit ensure flawless fit discern clientèle seek sophistication,,False,,tailor adjust suit ensure flawless fit discern clientèle seek sophistication
579,1079,,,scientist refine telescope detect exoplanet orbit star lightyear earth,,False,,scientist refine telescope detect exoplanet orbit star lightyear earth
1246,1746,,,electric train network expand swiftly ease commute regional corridor,,False,,electric train network expand swiftly ease commute regional corridor
307,307,,,metallic tang iron clung rusty gate,,True,,metallic tang iron clung rusty gate
810,1310,,,ward employ game encourage child patient undergo hospital treatment,,False,,ward employ game encourage child patient undergo hospital treatment
732,1232,,,developer fund hackerspace boost solution diverse community innovator globally,,False,,developer fund hackerspace boost solution diverse community innovator globally
408,408,,,sharp herbal aroma sage infuse roasting turkey,,True,,sharp herbal aroma sage infuse roasting turkey
203,203,,,freshly cut lemon release tangy zesty fragrance air,,True,,freshly cut lemon release tangy zesty fragrance air
383,383,,,faint musty book smell rise old library shelf,,True,,faint musty book smell rise old library shelf
1060,1560,,,fossil record update change timeliness adjust known epoch life,,False,,fossil record update change timeliness adjust known epoch life
1190,1690,,,restoration architect repair clock tower revive symbol reflect local civic pride,,False,,restoration architect repair clock tower revive symbol reflect local civic pride
816,1316,,,builder complete highway enable supply route bridge isolate resource hubs,,False,,builder complete highway enable supply route bridge isolate resource hubs
233,233,,,faint powdery lavend scent cling freshly launder sheet,,True,,faint powdery lavend scent cling freshly launder sheet
308,808,,,local merchant expand inventory accommodate urgent demand import digital good,,False,,local merchant expand inventory accommodate urgent demand import digital good
111,111,,,perfume bloom gardenia envelop small greenhouse,,True,,perfume bloom gardenia envelop small greenhouse
834,1334,,,novel virus emerge prompt quarantine mandate emergency health protocol,,False,,novel virus emerge prompt quarantine mandate emergency health protocol
1318,1818,,,graduate mentor organize seminar discuss current theory experimental neuroscience circle,,False,,graduate mentor organize seminar discuss current theory experimental neuroscience circle
675,1175,,,terrarium specialist curate insect establish micro ecosystem curious watcher daily,,False,,terrarium specialist curate insect establish micro ecosystem curious watcher daily
389,889,,,archivist label genealogical file ensure family historian access relevant documentation promptly,,False,,archivist label genealogical file ensure family historian access relevant documentation promptly
1174,1674,,,glider pilot soar gracefully exploit thermal column extended flight duration,,False,,glider pilot soar gracefully exploit thermal column extended flight duration
245,745,,,calligraphy instructor demonstrate stroke teach cursive elegance traditional writing school,,False,,calligraphy instructor demonstrate stroke teach cursive elegance traditional writing school
868,1368,,,dramatist adapt classic tragedy update language preserve thematic complexity,,False,,dramatist adapt classic tragedy update language preserve thematic complexity
1038,1538,,,laboratory robotic automate experiment minimize error tight scientific research schedule,,False,,laboratory robotic automate experiment minimize error tight scientific research schedule
651,1151,,,paleoanthropologist reconstruct skeleton reveal connection uncovered fossil record globally,,False,,paleoanthropologist reconstruct skeleton reveal connection uncovered fossil record globally
76,576,,,tower reed whisper softly tranquil river flow distant wetland,,False,,tower reed whisper softly tranquil river flow distant wetland
681,1181,,,city resident revive courtyard plant greenery brightening cramped living complex,,False,,city resident revive courtyard plant greenery brightening cramped living complex
318,818,,,animal handler train service dog prepare assistance duty statewide,,False,,animal handler train service dog prepare assistance duty statewide
1078,1578,,,solar boat test prototype championing emission free travel inland waterway,,False,,solar boat test prototype championing emission free travel inland waterway
